code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,mean_assessment_score,code_module,total_vle_clicks
2013J,2139353,1,3,0,5,1,0,120,0,Withdrawn,-59.0,163.0,66.0,AAA,1253.0
2013J,2143752,0,8,2,7,1,0,60,0,Pass,-46.0,0.0,52.6,AAA,1882.0
2013J,2146792,1,5,1,2,2,0,60,0,Pass,-59.0,0.0,70.0,AAA,2360.0
2013J,2149225,1,6,0,7,1,0,60,1,Withdrawn,-36.0,10.0,0.0,AAA,308.0
2013J,2153153,0,12,0,4,0,0,60,0,Pass,-49.0,0.0,62.2,AAA,3315.0
2013J,2155014,0,11,2,8,0,0,60,1,Pass,-32.0,0.0,73.8,AAA,1425.0
2013J,2164705,0,5,0,4,0,0,120,0,Fail,-43.0,0.0,70.0,AAA,231.0
2013J,2171627,0,12,0,3,1,0,60,0,Pass,-50.0,0.0,69.0,AAA,1320.0
2013J,2182846,0,3,0,7,1,0,60,0,Pass,-113.0,0.0,66.0,AAA,4038.0
2013J,2194100,0,0,0,5,1,0,60,0,Pass,-108.0,0.0,67.2,AAA,1369.0
2013J,2197016,0,5,1,3,1,0,60,0,Pass,-35.0,0.0,75.6,AAA,1412.0
2013J,2208424,1,6,0,2,0,0,60,0,Pass,-66.0,0.0,71.2,AAA,1063.0
2013J,2229865,0,11,0,1,1,0,60,0,Pass,-116.0,0.0,76.4,AAA,3144.0
2013J,2255601,0,8,0,8,1,0,120,0,Withdrawn,-28.0,175.0,54.5,AAA,2505.0
2013J,2268379,0,1,0,2,0,0,60,0,Pass,-74.0,0.0,83.0,AAA,1569.0
2013J,2278464,1,8,2,3,1,0,60,0,Pass,-129.0,0.0,51.4,AAA,300.0
2013J,2293923,1,8,0,9,0,0,150,0,Pass,-85.0,0.0,61.2,AAA,297.0
2013J,2312620,0,1,1,2,1,0,60,0,Withdrawn,-45.0,178.0,32.0,AAA,1097.0
2013J,2318055,1,10,0,9,1,0,60,0,Withdrawn,-56.0,-19.0,0.0,,0.0
2013J,2324976,0,6,1,9,1,0,60,0,Withdrawn,-101.0,-50.0,0.0,,0.0
2013J,2329342,0,0,2,4,1,0,120,0,Pass,-56.0,0.0,57.2,AAA,554.0
2013J,2339528,0,3,2,4,0,0,60,0,Distinction,-57.0,0.0,80.0,AAA,579.0
2013J,2342426,1,12,2,2,1,0,60,0,Fail,-38.0,0.0,73.2,AAA,1772.0
2013J,2344901,0,12,0,6,0,0,60,0,Fail,-24.0,0.0,51.5,AAA,445.0
2013J,2358056,0,4,1,10,0,0,60,0,Fail,-102.0,0.0,67.8,AAA,1563.0
2013J,2358969,0,0,0,7,0,0,180,0,Withdrawn,-53.0,58.0,68.0,AAA,372.0
2013J,2364471,0,6,1,9,0,0,60,1,Pass,-80.0,0.0,83.4,AAA,6925.0
2013J,2365101,1,7,1,2,0,0,300,0,Withdrawn,-129.0,-80.0,0.0,,0.0
2013J,2367155,0,0,0,8,0,0,120,0,Pass,-22.0,0.0,75.6,AAA,2139.0
2013J,2369266,0,3,2,7,1,0,60,0,Pass,-94.0,0.0,50.6,AAA,2135.0
2013J,2376496,0,1,0,2,0,0,120,0,Pass,-185.0,0.0,73.4,AAA,719.0
2013J,2391984,1,8,0,9,0,0,60,0,Withdrawn,-101.0,242.0,73.0,AAA,790.0
2013J,2411661,0,8,0,8,0,0,120,0,Fail,-17.0,0.0,46.8,AAA,565.0
2013J,2411778,1,6,1,2,0,0,120,0,Withdrawn,-35.0,220.0,80.0,AAA,1488.0
2013J,2412002,1,9,2,5,1,0,90,0,Distinction,-38.0,0.0,82.8,AAA,3276.0
2013J,2412967,0,8,0,8,1,0,60,0,Pass,-73.0,0.0,77.6,AAA,2427.0
2013J,2429854,1,3,0,1,1,0,120,1,Withdrawn,-52.0,114.0,51.0,AAA,650.0
2013J,2437837,0,4,0,3,0,0,60,0,Pass,-53.0,0.0,74.4,AAA,2664.0
2013J,2449878,0,1,0,3,0,0,60,0,Pass,-32.0,0.0,60.6,AAA,599.0
2013J,2456480,1,6,2,8,1,0,120,0,Fail,-71.0,0.0,24.666666666666668,AAA,183.0
2013J,2457256,1,8,2,8,1,0,180,0,Pass,-50.0,0.0,70.0,AAA,1590.0
2013J,2458355,1,3,2,8,1,0,60,0,Pass,-81.0,0.0,90.6,AAA,4160.0
2013J,2460080,1,6,1,9,2,0,60,0,Pass,-52.0,0.0,78.8,AAA,3362.0
2013J,2461190,1,8,1,7,2,0,60,0,Fail,-11.0,0.0,56.0,AAA,950.0
2013J,2469673,0,12,2,2,1,0,60,0,Fail,-22.0,0.0,44.5,AAA,513.0
2013J,2470694,0,6,1,5,2,0,60,0,Withdrawn,-106.0,219.0,67.0,AAA,2090.0
2013J,2479954,1,5,0,4,0,0,60,0,Pass,-46.0,0.0,79.6,AAA,309.0
2013J,2481901,1,10,2,8,1,0,60,0,Pass,-195.0,0.0,75.8,AAA,1937.0
2013J,2482700,1,8,2,9,0,0,120,0,Pass,-59.0,0.0,55.6,AAA,1574.0
2013J,2486127,0,0,1,9,0,0,120,0,Pass,-144.0,0.0,73.6,AAA,1634.0
2013J,2498700,0,5,2,4,0,0,240,0,Pass,-43.0,0.0,77.2,AAA,2823.0
2013J,2516503,1,7,1,4,1,0,60,0,Pass,-65.0,0.0,79.4,AAA,2968.0
2013J,2518069,1,1,0,9,0,0,60,0,Pass,-105.0,0.0,76.6,AAA,1559.0
2013J,2521459,0,3,2,1,0,0,60,0,Pass,-158.0,0.0,60.8,AAA,1011.0
2013J,2523736,1,5,0,2,2,0,120,0,Pass,-46.0,0.0,61.75,AAA,464.0
2013J,2529279,0,5,1,6,1,0,60,0,Pass,-67.0,0.0,78.0,AAA,1135.0
2013J,2532302,0,0,0,8,0,0,60,0,Pass,-65.0,0.0,63.2,AAA,1153.0
2013J,2536991,1,8,1,9,2,0,60,0,Distinction,-87.0,0.0,80.8,AAA,1030.0
2013J,2542724,0,11,2,4,0,0,60,0,Withdrawn,-59.0,13.0,0.0,AAA,225.0
2013J,2550279,0,4,1,10,1,0,60,0,Pass,-153.0,0.0,62.6,AAA,2784.0
2013J,2551220,0,8,2,9,0,0,60,0,Pass,-94.0,0.0,64.8,AAA,1289.0
2013J,2552472,0,8,1,8,1,0,120,0,Withdrawn,-38.0,199.0,53.5,AAA,492.0
2013J,2555340,0,8,1,9,1,0,60,0,Pass,-67.0,0.0,80.6,AAA,4291.0
2013J,2557283,1,12,1,8,2,0,60,0,Pass,-80.0,0.0,81.2,AAA,7013.0
2013J,2559575,1,9,2,3,0,0,60,0,Pass,-31.0,0.0,71.2,AAA,649.0
2013J,2562034,1,0,0,7,0,0,60,0,Pass,-30.0,0.0,65.4,AAA,246.0
2013J,2566163,0,8,0,8,0,0,60,0,Pass,-91.0,0.0,71.8,AAA,1575.0
2013J,2566592,0,8,0,9,1,0,60,0,Pass,-35.0,0.0,71.8,AAA,1324.0
2013J,2569324,1,8,0,9,0,0,120,0,Withdrawn,-81.0,93.0,0.0,AAA,26.0
2013J,2574528,1,2,1,10,1,0,60,0,Pass,-16.0,0.0,75.4,AAA,969.0
2013J,2574583,1,12,2,7,1,0,60,0,Pass,-63.0,0.0,70.8,AAA,1872.0
2013J,2576122,1,5,0,7,0,0,60,0,Withdrawn,-137.0,39.0,64.0,AAA,246.0
2013J,2578995,0,11,0,1,0,0,60,1,Pass,-62.0,0.0,79.6,AAA,1284.0
2013J,2586560,0,0,2,8,1,0,60,0,Pass,-94.0,0.0,73.6,AAA,2789.0
2013J,2594139,0,9,0,5,0,0,60,0,Pass,-74.0,0.0,76.0,AAA,1839.0
2013J,2598871,0,0,0,8,1,0,60,0,Pass,-128.0,0.0,72.6,AAA,2008.0
2013J,2599352,0,6,0,3,0,0,120,0,Pass,-106.0,0.0,76.4,AAA,1132.0
2013J,2600688,1,11,0,2,0,0,60,0,Pass,-165.0,0.0,70.0,AAA,573.0
2013J,2606098,0,1,0,9,0,0,60,0,Pass,-102.0,0.0,71.4,AAA,477.0
2013J,2613116,0,3,2,1,1,0,60,0,Pass,-63.0,0.0,78.2,AAA,1181.0
2013J,2617002,0,12,0,8,0,0,60,0,Pass,-46.0,0.0,64.8,AAA,1427.0
2013J,2620584,1,11,0,4,0,0,60,1,Fail,-109.0,0.0,0.0,AAA,91.0
2013J,2639449,1,1,0,1,0,0,120,0,Pass,-127.0,0.0,56.0,AAA,752.0
2013J,2639540,0,5,0,9,1,0,60,0,Pass,-38.0,0.0,79.4,AAA,1867.0
2013J,2639641,1,7,2,3,1,0,120,0,Pass,-48.0,0.0,65.6,AAA,1992.0
2013J,2641155,1,1,2,5,1,0,60,0,Pass,-71.0,0.0,79.2,AAA,4007.0
2013J,2643002,0,9,0,8,1,0,60,0,Pass,-52.0,0.0,51.2,AAA,2367.0
2013J,2645733,0,9,0,4,0,0,180,0,Pass,-100.0,0.0,82.6,AAA,1560.0
2013J,2649826,1,0,2,6,1,0,60,0,Distinction,-144.0,0.0,83.4,AAA,5371.0
2013J,2650282,1,3,0,0,1,0,60,0,Pass,-29.0,0.0,84.2,AAA,639.0
2013J,2664024,1,7,1,9,1,0,60,0,Pass,-31.0,0.0,63.2,AAA,801.0
2013J,2666246,1,5,0,9,0,0,60,0,Pass,-43.0,0.0,76.0,AAA,612.0
2013J,2669816,1,12,0,9,0,0,60,0,Fail,-58.0,0.0,57.2,AAA,269.0
2013J,2671132,1,3,1,2,2,0,60,0,Pass,-38.0,0.0,68.8,AAA,3720.0
2013J,2676809,0,4,1,1,0,0,150,0,Fail,-31.0,0.0,43.333333333333336,AAA,303.0
2013J,2678643,0,8,0,8,0,0,60,0,Pass,-25.0,0.0,71.4,AAA,2250.0
2013J,2685865,0,1,2,3,0,0,60,0,Pass,-101.0,0.0,78.6,AAA,2717.0
2013J,2688067,1,0,0,1,0,0,60,0,Pass,-31.0,0.0,67.8,AAA,288.0
2013J,2689958,1,0,0,4,1,0,60,0,Distinction,-71.0,0.0,81.6,AAA,3737.0
2013J,2691206,0,11,0,5,0,0,60,0,Distinction,-109.0,0.0,84.8,AAA,2247.0
2013J,2691244,1,8,0,4,1,0,180,0,Pass,-87.0,0.0,58.25,AAA,466.0
2013J,2694424,1,0,0,7,1,0,120,0,Pass,-170.0,0.0,79.4,AAA,4008.0
2013J,2698257,1,1,2,6,0,0,120,0,Pass,-58.0,0.0,67.8,AAA,723.0
2014J,6516,1,6,1,8,2,0,60,0,Pass,-52.0,0.0,61.8,AAA,2715.0
2014J,24734,0,8,2,6,0,0,60,0,Pass,-18.0,0.0,46.8,AAA,486.0
2014J,26192,0,0,0,6,1,0,60,0,Distinction,-38.0,0.0,86.2,AAA,2161.0
2014J,28061,1,12,2,4,1,0,60,0,Pass,-130.0,0.0,77.6,AAA,1549.0
2014J,31600,0,9,0,4,0,0,60,0,Pass,-52.0,0.0,54.8,AAA,415.0
2014J,46844,1,4,1,3,1,0,60,0,Pass,-74.0,0.0,64.8,AAA,331.0
2014J,52765,0,12,2,0,1,0,120,0,Pass,-22.0,0.0,63.0,AAA,4809.0
2014J,55104,0,11,0,6,0,0,60,0,Pass,-87.0,0.0,71.0,AAA,1449.0
2014J,58071,1,0,1,9,2,0,60,0,Pass,-72.0,0.0,76.0,AAA,3557.0
2014J,58316,0,10,0,7,0,0,120,0,Pass,-80.0,0.0,73.4,AAA,1284.0
2014J,62487,0,1,0,1,0,0,60,0,Pass,-50.0,0.0,71.6,AAA,664.0
2014J,63165,1,7,0,8,1,0,60,0,Pass,-82.0,0.0,51.4,AAA,878.0
2014J,65002,0,0,0,7,0,1,60,0,Fail,-144.0,0.0,67.0,AAA,5.0
2014J,70011,0,6,1,4,0,0,60,0,Pass,-78.0,0.0,80.2,AAA,6133.0
2014J,75255,1,5,0,4,0,0,120,0,Pass,-58.0,0.0,81.8,AAA,929.0
2014J,79403,1,8,2,8,1,0,60,0,Withdrawn,-23.0,164.0,60.666666666666664,AAA,1774.0
2014J,85092,0,9,2,3,0,0,60,0,Pass,-52.0,0.0,58.0,AAA,656.0
2014J,85144,1,6,0,5,1,0,60,0,Pass,-41.0,0.0,77.6,AAA,628.0
2014J,85302,1,3,2,8,1,0,60,0,Pass,-72.0,0.0,71.2,AAA,2217.0
2014J,87431,1,7,2,1,1,0,60,0,Withdrawn,-106.0,235.0,50.0,AAA,790.0
2014J,94961,1,8,2,7,1,1,60,0,Pass,-150.0,0.0,63.6,AAA,883.0
2014J,95755,1,7,2,9,0,0,60,0,Withdrawn,-80.0,241.0,45.0,AAA,376.0
2014J,101116,0,0,2,6,1,0,60,0,Pass,-80.0,0.0,82.6,AAA,1658.0
2014J,107489,0,3,1,2,0,0,60,0,Pass,-81.0,0.0,82.0,AAA,3604.0
2014J,108872,1,3,1,8,2,0,60,0,Pass,-80.0,0.0,61.8,AAA,1355.0
2014J,109155,0,8,1,9,0,0,60,0,Pass,-80.0,0.0,67.8,AAA,2957.0
2014J,111512,1,10,0,4,0,0,60,0,Fail,-16.0,0.0,0.0,AAA,425.0
2014J,117818,0,3,0,4,1,0,60,0,Pass,-92.0,0.0,57.6,AAA,1674.0
2014J,119902,0,9,0,6,1,0,60,0,Withdrawn,-31.0,207.0,67.0,AAA,2488.0
2014J,121349,0,9,0,4,1,1,60,0,Pass,-28.0,0.0,76.0,AAA,2219.0
2014J,124064,0,7,0,6,0,0,120,0,Distinction,-44.0,0.0,87.2,AAA,1977.0
2014J,125018,1,8,1,7,1,0,60,0,Pass,-36.0,0.0,64.8,AAA,2066.0
2014J,129955,1,11,0,5,0,1,60,0,Withdrawn,-143.0,143.0,81.0,AAA,869.0
2014J,130034,0,0,0,6,1,0,60,0,Pass,-82.0,0.0,78.4,AAA,1799.0
2014J,130547,0,8,0,7,1,0,60,0,Pass,-25.0,0.0,58.4,AAA,1212.0
2014J,130636,1,7,0,1,0,0,60,0,Pass,-68.0,0.0,60.0,AAA,327.0
2014J,131390,1,0,0,9,1,0,60,0,Pass,-115.0,0.0,78.6,AAA,153.0
2014J,133816,0,8,0,7,1,0,60,0,Pass,-15.0,0.0,65.4,AAA,3940.0
2014J,133922,1,4,2,0,0,0,60,0,Pass,-110.0,0.0,78.2,AAA,569.0
2014J,135335,0,0,2,2,0,1,120,0,Withdrawn,-82.0,24.0,0.0,AAA,16.0
2014J,135400,0,7,2,9,1,1,60,1,Pass,-51.0,0.0,49.8,AAA,314.0
2014J,135471,1,0,2,9,1,0,60,0,Distinction,-149.0,0.0,84.0,AAA,2249.0
2014J,139033,1,7,0,9,1,0,60,0,Fail,-46.0,0.0,61.0,AAA,774.0
2014J,141377,1,9,0,9,0,1,210,0,Pass,-127.0,0.0,49.6,AAA,603.0
2014J,141506,1,6,0,2,1,0,60,0,Fail,-28.0,0.0,75.0,AAA,404.0
2014J,146503,1,0,2,3,1,0,120,1,Pass,-30.0,0.0,63.4,AAA,367.0
2014J,147756,1,4,2,6,0,1,120,0,Pass,-41.0,0.0,64.6,AAA,1057.0
2014J,148993,0,5,0,3,1,1,60,1,Pass,-154.0,0.0,84.0,AAA,1774.0
2014J,149741,0,6,0,2,1,0,60,0,Pass,-74.0,0.0,66.4,AAA,2296.0
2014J,149962,1,11,0,6,0,0,60,0,Pass,-92.0,0.0,68.4,AAA,134.0
2014J,151587,0,10,0,0,0,0,120,0,Withdrawn,-129.0,234.0,67.0,AAA,166.0
2014J,152668,0,8,2,9,0,0,60,0,Withdrawn,-72.0,104.0,71.0,AAA,736.0
2014J,155984,0,0,2,7,0,1,120,0,Pass,-156.0,0.0,77.4,AAA,1657.0
2014J,158707,0,7,0,8,0,0,60,0,Withdrawn,-57.0,172.0,74.0,AAA,4696.0
2014J,159954,1,1,0,4,1,1,60,0,Withdrawn,-24.0,201.0,69.33333333333333,AAA,842.0
2014J,164944,0,0,0,4,0,0,60,1,Pass,-148.0,0.0,62.4,AAA,1254.0
2014J,165226,0,10,0,3,0,0,60,0,Fail,-22.0,0.0,77.0,AAA,1048.0
2014J,167961,1,9,1,7,2,0,60,0,Pass,-44.0,0.0,76.0,AAA,2109.0
2014J,174024,1,4,0,1,1,0,60,0,Pass,-85.0,0.0,60.4,AAA,811.0
2014J,174094,0,7,2,3,1,0,60,1,Pass,-89.0,0.0,75.4,AAA,4762.0
2014J,174745,0,1,0,7,1,0,60,0,Pass,-30.0,0.0,65.0,AAA,1596.0
2014J,175447,1,3,0,5,1,0,60,0,Pass,-115.0,0.0,69.6,AAA,3672.0
2014J,175772,0,0,1,9,1,0,270,0,Withdrawn,-45.0,67.0,85.0,AAA,2910.0
2014J,183057,1,10,2,9,0,0,60,0,Pass,-23.0,0.0,65.6,AAA,819.0
2014J,185350,1,12,2,1,1,0,60,0,Fail,-22.0,0.0,59.6,AAA,223.0
2014J,188278,1,12,0,7,1,1,60,0,Pass,-64.0,0.0,70.8,AAA,2969.0
2014J,199636,1,0,0,3,1,0,60,0,Pass,-30.0,0.0,75.8,AAA,1771.0
2014J,199897,1,1,1,1,1,0,60,0,Pass,3.0,0.0,69.4,AAA,2097.0
2014J,200804,1,8,0,9,0,0,60,0,Pass,-80.0,0.0,66.0,AAA,886.0
2014J,205494,1,9,1,3,1,0,60,0,Pass,-45.0,0.0,66.4,AAA,1067.0
2014J,228021,1,6,0,4,1,0,60,0,Distinction,-68.0,0.0,83.0,AAA,3917.0
2014J,228383,1,12,1,5,0,0,60,0,Pass,-21.0,0.0,70.6,AAA,2362.0
2014J,232307,1,8,2,5,1,0,60,0,Pass,-107.0,0.0,66.2,AAA,697.0
2014J,235068,0,1,2,3,1,0,60,0,Pass,-156.0,0.0,59.6,AAA,2769.0
2014J,235507,1,12,0,9,0,1,180,0,Pass,-135.0,0.0,56.4,AAA,1044.0
2014J,236875,1,11,0,4,0,0,60,0,Pass,-20.0,0.0,46.4,AAA,195.0
2014J,237274,1,12,0,1,0,0,60,0,Pass,-155.0,0.0,72.4,AAA,1937.0
2014J,243510,0,9,2,6,0,0,60,0,Fail,-16.0,0.0,43.6,AAA,520.0
2014J,244246,0,7,0,6,0,0,60,0,Pass,-137.0,0.0,67.2,AAA,1338.0
2014J,248581,0,11,0,4,0,0,60,0,Distinction,-61.0,0.0,85.0,AAA,2821.0
2014J,252073,0,12,0,3,1,0,120,0,Pass,-5.0,0.0,49.0,AAA,864.0
2014J,254625,1,10,0,2,1,0,60,0,Distinction,-50.0,0.0,82.8,AAA,1960.0
2014J,258587,1,9,0,1,1,0,60,0,Distinction,-109.0,0.0,80.6,AAA,6530.0
2014J,260355,0,3,0,8,1,1,120,0,Withdrawn,-156.0,-87.0,0.0,,0.0
2014J,260623,1,7,2,4,0,0,60,0,Pass,-28.0,0.0,70.2,AAA,1149.0
2014J,263251,1,0,0,4,1,0,60,0,Pass,-73.0,0.0,74.0,AAA,2403.0
2014J,263543,1,0,2,9,1,0,60,0,Pass,-56.0,0.0,79.6,AAA,1536.0
2014J,263952,1,4,2,10,1,0,60,0,Distinction,-38.0,0.0,88.8,AAA,1409.0
2014J,266524,0,8,0,3,0,0,240,0,Pass,-134.0,0.0,53.8,AAA,336.0
2014J,268733,1,0,0,3,0,1,120,0,Fail,-10.0,0.0,0.0,AAA,3.0
2014J,273346,1,1,2,7,1,0,60,0,Pass,-155.0,0.0,81.8,AAA,2036.0
2014J,274947,1,0,2,4,0,0,120,0,Withdrawn,-43.0,229.0,54.0,AAA,248.0
2014J,275674,0,3,0,2,0,0,60,0,Withdrawn,-155.0,132.0,45.0,AAA,1999.0
2014J,275792,0,0,1,5,0,0,60,0,Pass,-37.0,0.0,73.0,AAA,596.0
2014J,277123,0,1,0,7,1,0,60,0,Fail,-20.0,0.0,46.0,AAA,522.0
2014J,277880,0,7,0,6,0,1,120,0,Withdrawn,-11.0,158.0,67.66666666666667,AAA,12.0
2014J,281077,0,0,1,5,0,0,60,0,Pass,-103.0,0.0,72.4,AAA,857.0
2014J,281636,0,11,0,2,0,0,60,0,Pass,-73.0,0.0,83.0,AAA,2605.0
2014J,285315,1,0,1,7,0,0,60,0,Pass,-36.0,0.0,86.2,AAA,1126.0
2014J,287040,0,0,0,4,1,0,90,0,Pass,-155.0,0.0,72.8,AAA,2180.0
2014J,287204,1,6,0,0,0,0,60,0,Pass,-79.0,0.0,73.6,AAA,1786.0
2014J,287210,1,6,0,7,1,0,60,0,Pass,-156.0,0.0,73.4,AAA,3256.0
2014J,288994,1,6,0,3,0,0,120,0,Fail,-10.0,0.0,0.0,AAA,134.0
2014J,289449,1,1,1,9,1,0,60,0,Pass,-122.0,0.0,75.2,AAA,1310.0
2014J,290164,0,6,1,3,1,0,60,0,Pass,-88.0,0.0,66.0,AAA,5670.0
2014J,292525,1,8,0,7,0,0,60,0,Pass,-52.0,0.0,84.6,AAA,305.0
2014J,292775,1,7,0,4,0,0,60,0,Pass,-35.0,0.0,81.6,AAA,1789.0
2014J,293824,0,9,0,5,1,0,60,0,Pass,-50.0,0.0,60.0,AAA,7816.0
2014J,294496,1,5,0,1,1,0,60,1,Pass,-147.0,0.0,80.6,AAA,1416.0
2014J,294655,1,10,0,7,1,0,60,0,Fail,-49.0,0.0,77.6,AAA,2142.0
2014J,295060,1,0,0,7,0,0,60,0,Fail,-66.0,0.0,67.0,AAA,1013.0
2014J,295075,1,8,1,7,2,0,60,0,Pass,-114.0,0.0,64.0,AAA,1589.0
2014J,296424,1,6,0,3,1,0,60,0,Pass,-84.0,0.0,77.2,AAA,1639.0
2014J,298034,1,6,0,7,1,0,120,0,Fail,-49.0,0.0,72.8,AAA,1629.0
2014J,298838,0,12,0,7,0,0,60,0,Pass,-66.0,0.0,79.2,AAA,1563.0
2014J,301967,1,9,0,2,0,0,60,0,Pass,-35.0,0.0,52.8,AAA,193.0
2014J,302476,1,7,0,7,0,0,60,0,Distinction,-156.0,0.0,85.2,AAA,1734.0
2014J,303521,0,2,0,2,1,0,60,0,Pass,-108.0,0.0,80.4,AAA,7115.0
2014J,303985,0,6,1,7,0,1,60,0,Pass,-24.0,0.0,74.8,AAA,378.0
2014J,304465,0,11,0,5,0,0,60,0,Pass,-135.0,0.0,75.6,AAA,3454.0
2014J,306646,1,8,0,8,0,0,60,0,Pass,-22.0,0.0,52.8,AAA,142.0
2014J,309142,0,8,0,9,1,0,60,0,Pass,-38.0,0.0,66.0,AAA,541.0
2014J,310412,0,3,0,4,1,0,60,0,Pass,-81.0,0.0,76.0,AAA,2304.0
2014J,311235,1,9,0,5,1,0,60,0,Pass,-123.0,0.0,65.8,AAA,1080.0
2014J,311659,1,0,0,7,0,0,120,0,Fail,2.0,0.0,0.0,AAA,106.0
2014J,313937,1,6,1,8,1,0,60,0,Pass,-32.0,0.0,80.8,AAA,6705.0
2014J,315076,1,12,0,0,0,0,60,0,Pass,-22.0,0.0,68.6,AAA,1353.0
2014J,315744,1,6,0,9,1,0,60,0,Distinction,-53.0,0.0,82.4,AAA,4421.0
2014J,323370,0,11,0,3,0,0,120,0,Pass,-53.0,0.0,75.2,AAA,2102.0
2014J,323805,0,11,0,2,0,0,180,0,Withdrawn,-144.0,-101.0,0.0,,0.0
2014J,328024,1,12,0,1,1,0,60,0,Pass,-45.0,0.0,55.8,AAA,2395.0
2014J,328734,0,0,0,8,0,0,180,0,Withdrawn,-144.0,-47.0,0.0,,0.0
2014J,329659,0,0,0,3,0,0,60,1,Fail,-128.0,0.0,49.8,AAA,477.0
2014J,330594,1,9,2,5,0,0,60,0,Pass,-14.0,0.0,59.6,AAA,1023.0
2014J,331358,0,8,1,9,1,1,60,0,Distinction,-150.0,0.0,84.8,AAA,4022.0
2014J,332884,1,10,0,6,0,0,60,0,Pass,-29.0,0.0,82.2,AAA,1589.0
2014J,334441,1,3,1,6,0,0,60,0,Fail,-154.0,0.0,39.8,AAA,283.0
2014J,335247,1,9,0,8,0,0,60,0,Pass,-29.0,0.0,70.2,AAA,582.0
2014J,335764,0,7,0,2,0,1,60,0,Pass,-108.0,0.0,87.2,AAA,1545.0
2014J,337748,0,12,0,3,0,0,120,0,Withdrawn,-70.0,165.0,44.0,AAA,88.0
2014J,338407,1,1,0,6,1,0,60,0,Pass,-67.0,0.0,73.8,AAA,247.0
2014J,341876,1,0,1,1,0,0,120,0,Withdrawn,-155.0,72.0,68.5,AAA,1707.0
2014J,342007,0,11,1,7,0,1,60,0,Pass,-130.0,0.0,83.8,AAA,2245.0
2014J,345440,1,8,1,9,0,0,60,0,Pass,-46.0,0.0,73.8,AAA,165.0
2014J,345519,0,4,0,10,0,0,60,0,Pass,-88.0,0.0,77.4,AAA,1115.0
2014J,346118,0,0,0,2,1,0,120,0,Pass,-148.0,0.0,72.6,AAA,696.0
2014J,348275,1,6,1,4,1,0,120,0,Withdrawn,-103.0,128.0,61.5,AAA,535.0
2014J,348807,1,1,0,8,1,0,60,0,Pass,-22.0,0.0,76.6,AAA,412.0
2014J,350156,1,9,0,3,0,0,120,0,Pass,-50.0,0.0,52.2,AAA,554.0
2014J,350939,1,0,2,8,0,0,60,0,Pass,-124.0,0.0,69.6,AAA,1343.0
2014J,351336,0,1,0,1,0,0,60,0,Pass,-130.0,0.0,64.6,AAA,864.0
2014J,353665,1,8,0,7,1,0,60,0,Pass,-51.0,0.0,64.6,AAA,385.0
2014J,354170,0,10,0,0,0,0,60,0,Fail,-124.0,0.0,58.0,AAA,914.0
2014J,356170,1,5,1,3,0,0,60,0,Pass,-149.0,0.0,71.5,AAA,758.0
2014J,358182,1,8,2,8,0,0,120,0,Pass,-96.0,0.0,75.0,AAA,1841.0
2014J,364957,0,0,1,7,1,0,60,0,Pass,-37.0,0.0,59.6,AAA,1602.0
2014J,369834,1,11,0,6,0,0,60,0,Withdrawn,-74.0,227.0,73.6,AAA,1212.0
2014J,371710,1,6,1,1,0,0,60,0,Pass,-128.0,0.0,81.6,AAA,2907.0
2014J,373872,0,8,0,4,0,0,60,0,Pass,-25.0,0.0,65.6,AAA,1515.0
2014J,375260,1,2,1,10,0,0,60,0,Pass,-122.0,0.0,71.4,AAA,757.0
2014J,375646,1,3,0,4,0,0,120,0,Pass,-38.0,0.0,75.6,AAA,582.0
2014J,377546,1,0,0,5,0,0,120,1,Distinction,-37.0,0.0,83.0,AAA,1574.0
2014J,381642,0,5,0,2,0,0,60,0,Withdrawn,-88.0,229.0,78.8,AAA,1266.0
2014J,382095,1,8,2,5,0,0,60,0,Pass,-88.0,0.0,76.6,AAA,2316.0
2014J,383180,0,8,0,7,0,0,60,0,Withdrawn,-88.0,172.0,72.0,AAA,640.0
2014J,383600,1,6,0,7,0,0,60,0,Pass,-32.0,0.0,78.6,AAA,720.0
2014J,383723,1,0,1,9,2,0,60,0,Pass,-113.0,0.0,80.2,AAA,7413.0
2014J,384203,1,6,1,2,0,0,120,0,Pass,-155.0,0.0,75.4,AAA,5035.0
2014J,384725,0,0,2,9,1,0,60,0,Pass,-137.0,0.0,80.4,AAA,4510.0
2014J,387533,1,6,1,5,1,0,60,0,Fail,-50.0,0.0,55.0,AAA,1057.0
2014J,387954,0,8,0,6,1,0,60,0,Withdrawn,-150.0,18.0,0.0,AAA,501.0
2014J,388147,0,9,0,1,1,0,300,0,Fail,-84.0,0.0,40.0,AAA,430.0
2014J,390890,1,6,0,0,0,1,90,0,Pass,-65.0,0.0,68.0,AAA,353.0
2014J,391249,1,8,1,9,1,0,60,0,Distinction,-25.0,0.0,82.2,AAA,2567.0
2014J,396599,0,8,2,6,0,0,120,1,Fail,-67.0,0.0,54.25,AAA,1009.0
2014J,396655,0,8,2,4,0,0,180,1,Fail,-37.0,0.0,40.2,AAA,440.0
2014J,398171,0,9,0,7,0,0,120,0,Pass,-42.0,0.0,69.2,AAA,1302.0
2014J,398349,0,1,1,7,0,0,60,0,Pass,-108.0,0.0,79.8,AAA,4198.0
